"ARE-1316",="2023-08-01 06:36:30","Employee","CH-2","YES"
"AKK-8125",="2023-08-01 02:04:37","Employee","CH-2","YES"
"AKK-8125",="2023-08-01 02:04:30","Employee","CH-1","YES"
"AAD-7379",="2023-07-31 23:36:31","Employee","CH-1","YES"
"AAD-7379",="2023-07-31 23:35:39","Employee","CH-2","YES"
"AAD-7379",="2023-07-31 23:35:30","Employee","CH-1","YES"
"AAD-7379",="2023-07-31 23:05:49","Employee","CH-1","YES"
"ARE-1316",="2023-07-31 21:19:06","Employee","CH-2","YES"
"ARE-1316",="2023-07-31 21:18:56","Employee","CH-1","YES"
"3139-WE",="2023-07-31 21:09:07","Employee","CH-2","YES"
"3139-WE",="2023-07-31 21:08:58","Employee","CH-1","YES"
"BBE-2770",="2023-07-31 19:55:26","Employee","CH-2","YES"
"BBE-2770",="2023-07-31 19:55:09","Employee","CH-1","YES"
"AKK-8125",="2023-07-31 17:13:15","Employee","CH-1","YES"
"AKK-8125",="2023-07-31 17:12:43","Employee","CH-2","YES"
"BJW-9155",="2023-07-31 16:05:12","Employee","CH-2","YES"
"BJW-9155",="2023-07-31 16:05:02","Employee","CH-1","YES"
"BBM-9626",="2023-07-31 15:11:21","Employee","CH-2","YES"
"BBM-9626",="2023-07-31 15:11:12","Employee","CH-1","YES"
"ANY-3599",="2023-07-31 11:33:42","Employee","CH-2","YES"
"ANY-3599",="2023-07-31 11:33:37","Employee","CH-1","YES"
"BAZ-0697",="2023-07-31 11:21:53","Employee","CH-2","YES"
"BAZ-0697",="2023-07-31 11:21:21","Employee","CH-1","YES"
"BBE-2770",="2023-07-31 11:11:44","Employee","CH-1","YES"
"BBE-2770",="2023-07-31 11:11:39","Employee","CH-2","YES"
"BJW-9155",="2023-07-31 10:36:32","Employee","CH-1","YES"
"BJW-9155",="2023-07-31 10:36:19","Employee","CH-2","YES"
"BJW-9155",="2023-07-31 10:35:34","Employee","CH-1","YES"
"BJW-9155",="2023-07-31 10:35:16","Employee","CH-2","YES"
"BAZ-0697",="2023-07-31 09:42:19","Employee","CH-2","YES"
"BAZ-0697",="2023-07-31 09:42:16","Employee","CH-1","YES"
"BAZ-0697",="2023-07-31 09:41:18","Employee","CH-2","YES"
"BAZ-0697",="2023-07-31 09:40:25","Employee","CH-1","YES"
"BAZ-0697",="2023-07-31 09:40:18","Employee","CH-2","YES"
"ANY-3599",="2023-07-31 09:18:37","Employee","CH-1","YES"
"ANY-3599",="2023-07-31 09:18:27","Employee","CH-2","YES"
"ATL-6867",="2023-07-31 08:32:48","Employee","CH-1","YES"
"ATL-6867",="2023-07-31 08:32:30","Employee","CH-2","YES"
"5118-S7",="2023-07-31 08:25:08","Employee","CH-1","YES"
"5118-S7",="2023-07-31 08:24:17","Employee","CH-1","YES"
"5118-S7",="2023-07-31 08:23:46","Employee","CH-2","YES"
"BBM-9626",="2023-07-31 07:48:05","Employee","CH-1","YES"
"BBM-9626",="2023-07-31 07:47:44","Employee","CH-2","YES"
"BBM-9626",="2023-07-31 07:46:45","Employee","CH-1","YES"
"BBM-9626",="2023-07-31 07:46:43","Employee","CH-2","YES"
"ARE-1316",="2023-07-31 06:19:54","Employee","CH-1","YES"
"ARE-1316",="2023-07-31 06:19:46","Employee","CH-2","YES"
"ARE-1316",="2023-07-31 06:18:49","Employee","CH-1","YES"
"ARE-1316",="2023-07-31 06:18:45","Employee","CH-2","YES"
"BBM-9626",="2023-07-31 05:48:39","Employee","CH-2","YES"
