"07/23/2023, 21:04:15",APN7596,1,,,,,,,,
"07/23/2023, 21:27:00",BBA1339,1,,,,,,,,
"07/23/2023, 21:43:37",ATK1232,1,,,,,,,,
"07/23/2023, 22:01:13",AAD7379,1,,,,,,,,
"07/24/2023, 05:34:00",AAD7379,0,,,,,,,,
"07/24/2023, 05:48:06",ARE1316,0,,,,,,,,
"07/24/2023, 06:15:27",AAD7379,1,,,,,,,,
"07/24/2023, 07:49:04",BPM3215,0,,,,,,,,
"07/24/2023, 07:56:42",BBM9626,0,,,,,,,,
"07/24/2023, 08:13:05",APN7596,0,,,,,,,,
"07/24/2023, 08:25:54",3139WE,0,,,,,,,,
"07/24/2023, 08:34:37",ATL6867,0,acelink����,,,,,,,
"07/24/2023, 08:14:55",ATL6867,1,,,,,,,,
"07/24/2023, 09:35:52",BJW9155,0,,,,,,,,
