"07/30/2023, 20:19:30",BFM1090,0,,,,,,,,
"07/30/2023, 20:38:38",1803H9,1,,,,,,,,
"07/30/2023, 20:51:18",BBE2770,1,,,,,,,,
"07/30/2023, 21:06:15",AAD7379,0,,,,,,,,
"07/30/2023, 21:07:14",APN7596,1,,,,,,,,
"07/30/2023, 21:16:32",BBA1339,1,,,,,,,,
"07/30/2023, 21:55:23",BJW9155,0,,,,,,,,
"07/30/2023, 21:57:24",BFM1090,1,,,,,,,,
"07/30/2023, 22:00:58",AAD7379,1,,,,,,,,
"07/30/2023, 22:35:57",BJW9155,1,,,,,,,,
"07/30/2023, 22:36:30",BBM9626,1,,,,,,,,
"07/31/2023, 02:03:12",AKK8125,1,動了攝影機位置,,,,,,,
"07/31/2023, 04:02:33",BBM9626,0,,,,,,,,
"07/31/2023, 05:48:24",BBM9626,1,,,,,,,,
"07/31/2023, 06:19:53",ARE1316,0,,,,,,,,
"07/31/2023, 07:46:45",BBM9626,0,,,,,,,,
"07/31/2023, 08:23:50",5118S7,0,,,,,,,,
"07/31/2023, 08:32:26",ATL6867,0,,,,,,,,
"07/31/2023, 08:54:23",ATL6867,1,,,,,,,,
"07/31/2023, 09:18:30",ANY3599,0,,,,,,,,
"07/31/2023, 09:40:18",BAZ0697,0,,,,,,,,
"07/31/2023, 10:35:10",BJW9155,0,,,,,,,,
"07/31/2023, 11:11:44",BBE2770,0,,,,,,,,
"07/31/2023, 11:21:18",BAZ0697,1,,,,,,,,
"07/31/2023, 11:33:11",ANY3599,1,log2結束,,,,,,,
"07/31/2023, 15:11:12",BBM9626,1,,,,,,,,
